id_centro,id_comuna,nombre_centro,tipo_centro,afiliacion_centro
2912,91,Centro Odontológico Uno Salud Dental La Cisterna,Otro,Privado
2913,84,Centro Comunitario de Salud Familiar Buzeta,Centro Comunitario,Público
2914,86,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario,Público
2915,111,Centro Comunitario de Salud Familia Martin Henríquez,Centro Comunitario,Público
2916,108,Centro Comunitario de Salud Familiar Salud Plaza México,Centro Comunitario,Público
2917,105,Clínica de Cirugía y Estética Edelweiss,Clínica,Privado
2918,83,Centro Médico y Dental Matucana,Centro Médico,Privado
2919,130,Centro Comunitario de Salud Familiar Villa Los Presidentes,Centro Comunitario,Público
2920,96,Clínica Milano,Clínica,Privado
2921,101,Laboratorio Vidaintegra,Laboratorio,Privado
2922,105,Vacunatorio Mediclown,Vacunatorio,Privado
2923,91,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Centro Comunitario,Público
2924,112,Centro Comunitario de Salud Familiar Atacama,Centro Comunitario,Público
2925,105,Centro Clínico Integral Las Lilas,Centro Clínico,Privado
2926,115,Centro de Referencia de Salud Hospital Provincia Cordillera,Hospital,Público
2927,105,Centro Comunitario de Salud Familiar Andacollo,Centro Comunitario,Público
2928,130,Centro de Salud Esmeralda,Otro,Privado
2929,125,Centro de Salud La Araucana Salud,Otro,Privado
2930,83,Centro de Salud La Araucana Salud,Otro,Privado
2931,102,Centro Comunitario de Salud Familiar Villa Olímpica,Centro Comunitario,Público
2932,121,Centro Clínico San Bernardo,Centro Clínico,Privado
2933,102,Centro Médico y Dental ISP,Centro Médico,Privado
2934,114,Clínica Psiquiátrica Mida,Clínica,Privado
2935,83,Centro Médico y Dental Servicio de Bienestar MOP,Centro Médico,Privado
2936,97,Clínica MEDS La Dehesa,Clínica,Privado
2937,115,COSAM CEIF Puente Alto Norte,Otro,Público
2938,105,Clínica Vida Estética,Clínica,Privado
2939,83,Servicio Medicina Preventiva del Ejercito,Otro,Privado
2940,92,Centro Comunitario de Salud Familiar Las Lomas,Centro Comunitario,Público
2941,96,Centro Médico Medicien,Centro Médico,Privado
2942,105,Clínica Paris SpA,Clínica,Privado
2943,131,Centro Comunitario de Salud Familiar Lo Chacón,Centro Comunitario,Público
2944,104,Clínica Las Condes Peñalolén,Clínica,Privado
2945,112,Laboratorio Medicina Nuclear Bicentenario,Laboratorio,Privado
2946,101,Centro Médico Clínica Hospital Profesor,Clínica,Privado
2947,130,SAR Oriente María Eugenia Torres,SAR,Público
2948,92,Clínica Bupa Santiago,Clínica,Privado
2949,96,Clínica Psiquiatrica Creser,Clínica,Privado
2950,83,Laboratorio Clínico Metropolitano,Laboratorio,Privado
2951,121,Laboratorio Clínico Megasalud,Laboratorio,Privado
2952,83,Laboratorio Clínico Omega,Laboratorio,Privado
2953,100,Consultorio Escuela de Suboficiales de Carabineros de Chile,Otro,Privado
2954,102,Centro Médico Irarrázaval Pontificia Universidad Católica de Chile,Centro Médico,Privado
2955,105,Centro Médico y Dental Antonio Varas del Banco del Estado de Chile,Centro Médico,Privado
2956,104,Centro de Referencia de Salud Cordillera Oriente,Otro,Público
2957,105,Centro de Salud Familiar Dr. Hernán Alessandri,CESFAM,Público
2958,105,Centro de Salud Familiar Dr. Alfonso Leng,CESFAM,Público
2959,105,Centro de Salud Familiar Aguilucho,CESFAM,Público
2960,96,Centro de Salud Familiar Apoquindo,CESFAM,Público
2961,96,Centro de Salud Familiar Aníbal Ariztía,CESFAM,Público
2962,97,Centro de Salud Familiar Lo Barnechea,CESFAM,Público
2963,114,Centro de Salud Familiar Vitacura,CESFAM,Público
2964,102,Centro de Salud Familiar Rosita Renard,CESFAM,Público
2965,102,Centro de Salud Familiar Salvador Bustos,CESFAM,Público
2966,100,Centro de Salud Familiar Félix de Amesti,CESFAM,Público
2967,100,Centro de Salud Familiar Santa Julia,CESFAM,Público
2968,104,Centro de Salud Familiar La Faena,CESFAM,Público
2969,104,Centro de Salud Familiar San Luis,CESFAM,Público
2970,104,Centro de Salud Familiar Carol Urzúa Ibáñez,CESFAM,Público
2971,95,Centro de Salud Familiar Ossandon,CESFAM,Público
2972,104,Centro de Salud Familiar Lo Hermida,CESFAM,Público
2973,100,Centro de Salud Familiar Padre Alberto Hurtado,CESFAM,Público
2974,95,Centro de Salud Familiar Juan Pablo II,CESFAM,Público
2975,104,Centro de Salud Familiar Cardenal Silva Henríquez,CESFAM,Público
2976,104,Centro de Salud Familiar Padre Gerardo Whelan,CESFAM,Público
2977,100,Centro Odontológico Macul,Otro,Público
2978,97,Posta de Farellones,Posta,Público
2979,105,Centro Integramédica Barcelona,Otro,Privado
2980,105,Clínica Las Acacias,Clínica,Privado
2981,105,Clínica Mella,Clínica,Privado
2982,105,Centro Servicios Médicos Santa María,Otro,Privado
2983,114,Clínica Fundación Médica San Cristóbal,Clínica,Privado
2984,114,Centro Oftalmológico Luis Pasteur,Otro,Privado
2985,104,Clínica Universidad de Chile Quilín,Clínica,Privado
2986,96,Clínica Arauco Salud,Clínica,Privado
2987,100,Centro Médico San Joaquín (CEDIUC),Centro Médico,Privado
2988,105,Clínica Astra Providencia,Clínica,Privado
2989,104,Centro Asistencial AChS Egaña,Otro,Privado
2990,95,Centro Asistencial AChS La Reina,Otro,Privado
2991,96,Centro Asistencial AChS Las Condes,Otro,Privado
2992,100,Centro Médico Macul,Centro Médico,Privado
2993,114,Centro de Salud Mutual CChC las Tranqueras,Mutual,Privado
2994,102,Centro Médico y Dental Megasalud Ñuñoa,Centro Médico,Privado
2995,96,Centro Médico y Dental Megasalud Kennedy,Centro Médico,Privado
2996,97,Centro Médico Clínica Santa María La Dehesa,Clínica,Privado
2997,105,Clínica Los Coihues,Clínica,Privado
2998,105,Centro Vida Integra,Otro,Privado
2999,96,Centro Integra Médica Manquehue,Otro,Privado
3000,97,Centro Médico Clínica Alemana (La Dehesa),Clínica,Privado
3001,105,Clínica Las Lilas,Clínica,Privado
3002,96,Darvax Salud,Otro,Privado
3003,95,Hospital Militar de Santiago,Hospital,Privado
3004,95,COSAM La Reina,Otro,Público
3005,100,COSAM Macul,Otro,Público
3006,102,COSAM Ñuñoa,Otro,Público
3007,96,COSAM Las Condes,Otro,Público
3008,104,COSAM Peñalolén,Otro,Público
3009,105,COSAM Provisam,Otro,Público
3010,97,COSAM Lo Barnechea,Otro,Público
3011,114,COSAM Vitacura,Otro,Público
3012,97,Centro Comunitario de Salud Familiar Lo Barnechea,Centro Comunitario,Público
3013,104,Centro Comunitario de Salud Familiar General Carol Urzúa Ibáñez,Centro Comunitario,Público
3014,95,Centro Comunitario de Salud Familiar Dragones de La Reina,Centro Comunitario,Público
3015,97,Centro Comunitario de Salud Familiar Bicentenario,Centro Comunitario,Público
3016,96,SAPU Aníbal Ariztía,SAPU,Público
3017,97,SAPU Lo Barnechea,SAPU,Público
3018,102,SAPU Rosita Renard,SAPU,Público
3019,100,SAPU Santa Julia,SAPU,Público
3020,104,SAPU La Faena,SAPU,Público
3021,104,SAPU San Luis,SAPU,Público
3022,104,SAPU Carol Urzúa Ibáñez,SAPU,Público
3023,104,SAPU Lo Hermida,SAPU,Público
3024,102,SAPU Centro de Urgencia Ñuñoa,SAPU,Público
3025,105,Clínica Avansalud Providencia,Clínica,Privado
3026,105,Dirección Previsional de Carabineros de Chile,Otro,Privado
3027,105,Laboratorio Clínico Blanco,Laboratorio,Privado
3028,105,Química Clínica Especializada,Clínica,Privado
3029,105,Laboratorio Bionet,Laboratorio,Privado
3030,105,Bioánalisis Ltda.,Otro,Privado
3031,105,Dilab,Otro,Privado
3032,105,Elsa,Otro,Privado
3033,114,San Cristóbal,Otro,Privado
3034,102,Red-Lab,Otro,Privado
3035,96,Instituto Oftalmológico Puerta del Sol,Otro,Privado
3036,96,Centro de Diagnóstico Integramédica Alto Las Condes,Otro,Privado
3037,96,Clínica Paris SpA,Clínica,Privado
3038,96,Centro Vida Integra de Las Condes,Otro,Privado
3039,102,Centro Mater Esperanza Nueva Limitada,Otro,Privado
3040,105,Megasalud,Otro,Privado
3041,95,VidaIntegra,Otro,Privado
3042,96,VidaIntegra (El Bosque Norte),Otro,Privado
3043,96,Integramédica Las Condes,Otro,Privado
3044,101,Integramédica Maipú,Otro,Privado
3045,105,Clínica New Clinic,Clínica,Privado
3046,102,Centro Vida Integra de Ñuñoa,Otro,Privado
3047,105,Barnafi Krause Diagnóstica,Otro,Privado
3048,105,Centro de Salud Mutual CChC Providencia,Mutual,Privado
3049,105,Centro de Salud Dial Médica,Otro,Privado
3050,102,Clínica Corporación de Ayuda al Paciente Mental,Clínica,Privado
3051,112,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur),Otro,Público
3052,112,PRAIS (S.S Metropolitano Sur),Otro,Público
3055,122,Hospital San Luis (Buin),Hospital,Público
3059,121,Centro de Referencia de Salud El Pino,Otro,Público
3060,121,Hospital Parroquial (San Bernardo) (D),Hospital,Público
3061,112,Clínica San Miguel,Clínica,Privado
3062,112,Clínica Psiquiátrica Nelly Vergara,Clínica,Privado
3063,112,Centro Integramédica San Miguel,Otro,Privado
3064,112,Centro Vida Integra de San Miguel,Otro,Privado
3065,121,Centro de Salud Mutual CChC San Bernardo,Mutual,Privado
3066,121,Clínica Santa Lucía,Clínica,Privado
3067,121,Centro Vida Integra de San Bernardo,Otro,Privado
3068,98,Centro de Salud Mutual CChC Lo Espejo,Mutual,Privado
3069,111,Clínica Santa Rosa,Clínica,Privado
3070,121,Clínica de Cirugía Plástica,Clínica,Privado
3071,91,Clínica Santa Amalia,Clínica,Privado
3072,122,Centro Asistencial AChS Buin,Otro,Privado
3073,121,Centro Asistencial AChS San Bernardo,Otro,Privado
3074,112,Centro Asistencial AChS San Miguel,Otro,Privado
3075,124,Centro de Salud Mutual CChC Paine,Mutual,Privado
3076,112,Clínica Astra San Miguel,Clínica,Privado
3077,121,Clínica Astra San Bernardo,Clínica,Privado
3078,112,Centro Médico y Dental Megasalud Gran Avenida,Centro Médico,Privado
3079,121,Centro Médico y Dental Megasalud San Bernardo,Centro Médico,Privado
3080,124,Centro Asistencial AChS Paine,Otro,Privado
3081,87,Consultorio Tantauco,Otro,Privado
3082,91,Consultorio Prefectura Sur,Otro,Privado
3083,112,Multimédica Ltda.,Otro,Privado
3084,112,San Nicolás,Otro,Privado
3085,121,Macromédica,Otro,Privado
3086,91,Nefrolab,Otro,Privado
3087,121,Radiológico y Laboratorio Santa Lucía,Laboratorio,Privado
3088,112,Centro de Salud Familiar Barros Luco,CESFAM,Público
3089,111,Centro de Salud Familiar San Joaquín,CESFAM,Público
3090,112,Centro de Salud Familiar Recreo,CESFAM,Público
3091,103,Centro de Salud Familiar Amador Neghme,CESFAM,Público
3092,103,Centro de Salud Familiar Villa Sur,CESFAM,Público
3093,111,Centro de Salud Familiar Arturo Baeza Goñi,CESFAM,Público
3094,103,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),CESFAM,Público
3095,93,Centro de Salud Familiar Padre Esteban Gumucio,CESFAM,Público
3096,98,Centro de Salud Familiar Clara Estrella,CESFAM,Público
3097,98,Centro de Salud Familiar Julio Acuña Pinzón,CESFAM,Público
3098,98,Centro de Salud Familiar Dra. Mariela Salgado Zepeda,CESFAM,Público
3099,91,Centro de Salud Familiar Santa Anselma,CESFAM,Público
3100,87,Centro de Salud Familiar Dr. Carlos Lorca Tobar,CESFAM,Público
3101,121,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),CESFAM,Público
3102,87,Centro de Salud Familiar Cóndores de Chile,CESFAM,Público
3103,121,Centro de Salud Familiar Confraternidad,CESFAM,Público
3104,121,Centro de Salud Familiar Carol Urzúa de San Bernardo,CESFAM,Público
3105,87,Centro de Salud Familiar Santa Laura,CESFAM,Público
3106,124,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),CESFAM,Público
3107,124,Centro de Salud Familiar Dr. Raúl Moya,CESFAM,Público
3108,122,Centro de Salud Familiar Maipo,CESFAM,Público
3109,123,Centro de Salud Familiar Calera de Tango,CESFAM,Público
3110,111,Centro de Salud Familiar Santa Teresa de Los Andes,CESFAM,Público
3111,87,Centro de Salud Familiar Dr. Mario Salcedo,CESFAM,Público
3112,87,Centro de Salud Familiar Dra. Haydeé López Casoou,CESFAM,Público
3113,91,Centro de Salud Familiar Eduardo Frei Montalva,CESFAM,Público
3114,121,Centro de Salud Familiar Joan Alsina,CESFAM,Público
3115,87,Centro de Salud Familiar Canciller Orlando Letelier,CESFAM,Público
3116,121,Centro de Salud Familiar Raúl Brañes F.,CESFAM,Público
3117,103,Centro de Salud Familiar Edgardo Enríquez Froeden,CESFAM,Público
3118,121,Centro de Salud Familiar Juan Pablo II,CESFAM,Público
3119,122,Centro de Salud Familiar Alto Jahuel,CESFAM,Público
3120,123,Centro de Salud Familiar Los Bajos de San Agustín,CESFAM,Público
3121,87,COSAM El Bosque,Otro,Público
3122,103,COSAM Pedro Aguirre Cerda,Otro,Público
3123,121,COSAM San Bernardo,Otro,Público
3124,111,COSAM San Joaquín,Otro,Público
3125,122,Centro de Salud Familiar Héctor García,CESFAM,Público
3126,121,Centro de Salud Familiar El Manzano,CESFAM,Público
3127,112,Centro de Imagenología Mamaria Metropolitano,Otro,Público
3128,98,Centro de Salud Familiar Pueblo Lo Espejo,CESFAM,Público
3129,122,Posta de Salud Rural Linderos,Posta,Público
3130,122,Posta de Salud Rural Alto Jahuel,Posta,Público
3131,122,Posta de Salud Rural Valdivia de Paine,Posta,Público
3132,122,Posta de Salud Rural Viluco,Posta,Público
3133,122,Posta de Salud Rural El Recurso,Posta,Público
3134,122,Posta de Salud Rural Los Morros,Posta,Público
3135,124,Posta de Salud Rural Pintué,Posta,Público
3136,124,Posta de Salud Rural Huelquén,Posta,Público
3137,124,Posta de Salud Rural Rangue,Posta,Público
3138,124,Posta de Salud Rural Abrantes,Posta,Público
3139,124,Posta de Salud Rural Chada,Posta,Público
3140,123,Posta de Salud Rural Santa Inés,Posta,Público
3141,98,COSAM Lo Espejo,Otro,Público
3142,111,Centro Comunitario de Salud Familiar Yalta,Centro Comunitario,Público
3143,111,Centro Comunitario de Salud Familia Sierra Bella,Centro Comunitario,Público
3144,103,Centro Comunitario de Salud Familiar Cooperación,Centro Comunitario,Público
3145,121,Centro Comunitario de Salud Familiar Cerrillos de Nos,Centro Comunitario,Público
3146,121,Centro Comunitario de Salud Familiar Rapa Nui,Centro Comunitario,Público
3147,87,Centro Comunitario de Salud Familiar Santa Laura,Centro Comunitario,Público
3148,111,Centro Comunitario de Salud Familiar Juan Aravena,Centro Comunitario,Público
3149,121,Centro Comunitario de Salud Familiar Lo Herrera,Centro Comunitario,Público
3150,111,Centro Comunitario de Salud Familiar Reverendo Javier Peró,Centro Comunitario,Público
3151,122,Centro Comunitario de Salud Familiar Dr. Héctor García,Centro Comunitario,Público
3152,112,SAPU Recreo,SAPU,Público
3153,103,SAR Dr. Amador Neghme R.,SAR,Público
3154,103,SAPU La Feria,SAPU,Público
3155,93,SAPU Padre Esteban Gumucio,SAPU,Público
3156,98,SAPU Clara Estrella,SAPU,Público
3157,98,SAPU Julio Acuña Pinzón,SAPU,Público
3158,98,SAPU Dental Valledor Tres,SAPU,Público
3159,87,SAPU Dr. Carlos Lorca,SAPU,Público
3160,121,SAPU Raúl Cuevas (Ex San Bernardo),SAPU,Público
3161,87,SAPU Cóndores de Chile,SAPU,Público
3162,121,SAPU Confraternidad,SAPU,Público
3163,124,SAPU Paine,SAPU,Público
3164,98,SAPU Dra. Mariela Salgado,SAPU,Público
3165,111,SAPU Santa Teresa de Los Andes,SAPU,Público
3166,87,SAR Haydee Lopez,SAR,Público
3167,91,SAPU Eduardo Frei Montalva,SAPU,Público
3168,121,SAPU Padre Joan Alsina,SAPU,Público
3169,121,SAPU Carol Urzúa de San Bernardo,SAPU,Público
3170,121,SAPU Raúl Brañes F.,SAPU,Público
3171,103,SAPU Edgardo Enríquez Froedden,SAPU,Público
3172,121,SAPU Juan Pablo II,SAPU,Público
3173,114,Clínica Alemana,Clínica,Privado
3174,114,Clínica Tabancura,Clínica,Privado
3175,105,Clínica Costanera,Clínica,Privado
3176,96,Nueva Clínica Cordillera,Clínica,Privado
3177,105,Clínica Psiquiatrica Bretaña,Clínica,Privado
3178,100,Clínica del Carmen,Clínica,Privado
3179,105,Clínica Indisa,Clínica,Privado
3180,96,Clínica Las Condes,Clínica,Privado
3181,100,Clínica Macul,Clínica,Privado
3182,102,Clínica Recuperación Alcohol Alfa,Clínica,Privado
3183,105,Clínica Miguel Claro,Clínica,Privado
3184,105,Clínica Servet,Clínica,Privado
3185,114,Clínica Oftalmólogica los Andes,Clínica,Privado
3186,105,Centro Médico y Dental Megasalud Providencia,Centro Médico,Privado
3187,102,Clínica Ñuñoa,Clínica,Privado
3188,114,Clínica Psiquiatrica Pocuro,Clínica,Privado
3189,105,Clínica San Andrés,Clínica,Privado
3190,96,Pensionado San José,Otro,Privado
3191,105,Clínica Sara Moncada,Clínica,Privado
3192,96,Hospital FACH,Hospital,Privado
3193,102,Hospital Carabineros,Hospital,Privado
3194,102,Clínica Oriente,Clínica,Privado
3195,114,Clínica Lo Curro,Clínica,Privado
3196,105,Centro CONIN Credes,Otro,Privado
3197,105,Hospital del Trabajador Santiago,Hospital,Privado
3198,105,Clínica Santa Rafaela,Clínica,Privado
3199,105,Clínica Europa,Clínica,Privado
3200,96,Hospital Dipreca Teniente Hernán Merino,Hospital,Privado
3201,105,Clínica Santa María,Clínica,Privado
3202,102,Clínica Psiquiatrica Renacer,Clínica,Privado
3203,105,Clínica Oncológica Arturo López Pérez,Clínica,Privado
3204,95,Clínica Psicoterapia los Tiempos,Clínica,Privado
3205,105,Clínica Colonial,Clínica,Privado
3206,97,Instituto Médico el Arrayán,Otro,Privado
3207,96,Clínica San Carlos de Apoquindo,Clínica,Privado
3208,95,Clínica Instituto El Cedro,Clínica,Privado
3209,96,Centro Médico y Dental Megasalud Arauco,Centro Médico,Privado
3210,96,Centro Médico y Dental Megasalud Padre Hurtado,Centro Médico,Privado
3211,105,Departamento de Bienestar Social de la Dirección General de Aeronáutica Civil,Otro,Privado
3212,96,Central Odontológica de la Fuerzas Armadas y de Orden,Otro,Privado
3213,105,Instituto de Enfermedades Circulatorias,Otro,Privado
3214,102,Clínica Tregua,Clínica,Privado
3215,96,Centro Médico Militar Rosa O'Higgins,Centro Médico,Privado
3216,105,Centro Médico Pediátrico Integral Mediclown,Centro Médico,Privado
3217,114,Procedimientos Clínicos Alto Tabancura,Otro,Privado
3218,104,Centro Médico Alto Tobalaba (Vacunatorio Vacci Protex),Centro Médico,Privado
3219,105,Clínica de Medicina y Estética MYE,Clínica,Privado
3220,105,Centro Médico Vida Integra Tobalaba,Centro Médico,Privado
3221,97,Clínica Monteblanco,Clínica,Privado
3222,105,Consultorio Escuela de Carabineros de Chile,Otro,Privado
3223,110,Centro de Salud Familiar Huamachuco,CESFAM,Público
3224,133,Centro de Salud Familiar Juan Pablo II de Padre Hurtado,CESFAM,Público
3225,134,Centro de Salud Familiar Dr. Fernando Monckeberg,CESFAM,Público
3226,131,Centro de Salud Familiar El Monte,CESFAM,Público
3227,132,Centro de Salud Familiar Isla de Maipo,CESFAM,Público
3228,125,Centro de Salud Familiar Dr. Edelberto Elgueta,CESFAM,Público
3229,125,Centro de Salud Familiar Dr. Francisco Boris Soler,CESFAM,Público
3230,125,Centro de Salud Familiar San Manuel,CESFAM,Público
3231,125,Centro de Salud Familiar Alfarera Rosa Reyes Vilches,CESFAM,Público
3232,128,Centro de Salud Familiar Adriana Madrid De Costabal,CESFAM,Público
3233,129,Centro de Salud Familiar San Pedro,CESFAM,Público
3234,130,Centro de Salud Familiar Dr. Alberto Allende Jones,CESFAM,Público
3235,126,Centro de Salud Familiar Villa Alhué,CESFAM,Público
3236,130,Posta de Salud Rural Aliro Cárcarmo (Lonquén),Posta,Público
3237,106,Centro Comunitario de Salud Familiar Irene Frei Montalva,Centro Comunitario,Público
3238,132,Centro de Salud Familiar La Islita,CESFAM,Público
3239,132,Posta de Salud Rural San Antonio de Naltagua,Posta,Público
3240,132,Posta de Salud Rural Gacitúa,Posta,Público
3241,132,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta,Público
3242,125,Posta de Salud Rural Bollenar,Posta,Público
3243,125,Posta de Salud Rural Pahuilmo,Posta,Público
3244,125,Posta de Salud Rural Pomaire,Posta,Público
3245,125,Posta de salud Rural Pabellón,Posta,Público
3246,128,Posta de Salud Rural Santa Emilia,Posta,Público
3247,128,Posta de Salud Rural Las Mercedes ( María Pinto ),Posta,Público
3248,128,Posta de Salud Rural Chorombo,Posta,Público
3249,127,Centro Comunitario de Salud Familiar María Salas,Centro Comunitario,Público
3250,129,Posta de Salud Rural San Pedro,Posta,Público
3251,129,Posta de Salud Rural Loica,Posta,Público
3252,129,Posta de Salud Rural La Manga,Posta,Público
3253,129,Posta de Salud Rural Nihue,Posta,Público
3254,129,Posta de Salud Rural El Prado,Posta,Público
3255,126,Posta de Salud Rural Villa Alhué,Posta,Público
3256,126,Posta de Salud Rural Hacienda Alhué,Posta,Público
3257,126,Posta de Salud Rural Pichi,Posta,Público
3258,126,Posta de Salud Rural El Asiento,Posta,Público
3259,126,Posta de Salud Rural Santa María,Posta,Público
3260,106,Consultorio Coaniquem,Otro,Público
3261,85,COSAM Cerro Navia,Otro,Público
3262,108,COSAM Quinta Normal,Otro,Público
3263,99,COSAM Lo Prado,Otro,Público
3264,106,COSAM Pudahuel,Otro,Público
3265,130,COSAM Talagante,Otro,Público
3266,134,COSAM Peñaflor,Otro,Público
3267,125,COSAM Melipilla,Otro,Público
3268,110,COSAM Renca,Otro,Público
3269,106,Centro Comunitario de Salud Mental,Centro Comunitario,Público
3270,108,Centro Comunitario de Salud Familiar Catamarca,Centro Comunitario,Público
3271,108,Centro Comunitario de Salud Familiar Antumalal,Centro Comunitario,Público
3272,85,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Centro Comunitario,Público
3273,106,Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Centro Comunitario,Público
3274,106,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Centro Comunitario,Público
3275,106,Centro Comunitario de Salud Familiar Río Claro,Centro Comunitario,Público
3276,106,Centro Comunitario de Salud Familiar Mar Caribe,Centro Comunitario,Público
3277,106,Centro Comunitario de Salud Familiar Santa Corina,Centro Comunitario,Público
3278,127,Centro Comunitario de Salud Familiar Curacaví,Centro Comunitario,Público
3279,132,Centro Comunitario de Salud Familiar La Islita,Centro Comunitario,Público
3280,125,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Centro Comunitario,Público
3281,125,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Centro Comunitario,Público
3282,125,Centro Comunitario de Salud Familiar Codigua,Centro Comunitario,Público
3283,110,SAR Renca,SAR,Público
3284,133,SAPU Santa Rosa de Chena,SAPU,Público
3285,130,SAPU Marcela Jacques Vargas,SAPU,Público
3286,83,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Central),Otro,Público
3287,83,PRAIS (S.S Metropolitano Central),Otro,Público
3288,83,Hospital Clínico San Borja,Hospital,Público
3289,101,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Hospital,Público
3290,83,Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,Hospital,Público
3291,83,Hospital Clínico Universidad Católica,Hospital,Privado
3292,88,Hospital Clínico Mutual de Seguridad C.CH.C.,Hospital,Privado
3293,83,Hospital Penitenciario,Hospital,Privado
3294,88,Instituto de Rehabilitación Infantil TELETÓN (Santiago),TELETÓN,Privado
3295,83,Hospital Clínica IST,Clínica,Privado
3296,88,Clínica Los Coihues,Clínica,Privado
3297,83,Clínica Santa Inés,Clínica,Privado
3298,83,Laboratorio Bio Reval Ltda,Laboratorio,Privado
3299,83,Laboratorio Antonio Concha,Laboratorio,Privado
3300,83,Hernández y Gutiérrez Ltda,Otro,Privado
3301,83,Clínica Central,Clínica,Privado
3302,83,Laboratorio Labocenter,Laboratorio,Privado
3303,83,Clínica Sierra Bella,Clínica,Privado
3304,83,Clínica Las Violetas,Clínica,Privado
3305,83,Laboratorio Santiago Centro,Laboratorio,Privado
3306,83,Centro de Salud Diagnostiko Ltda,Otro,Privado
3307,83,Centro de Salud Omega,Otro,Privado
3308,83,Nueva Clínica Madre e Hijo,Clínica,Privado
3309,83,Laboratorio Perfil Bioquímico,Laboratorio,Privado
3310,83,Clínica Juan Pablo II,Clínica,Privado
3311,83,Laboratorio Sigma,Laboratorio,Privado
3312,83,Clínica Psiquiatrica España,Clínica,Privado
3313,83,Centro de Salud Vival Ltda.,Otro,Privado
3314,83,Laboratorio Referencia Oxman y Cía. Ltda.,Laboratorio,Privado
3315,83,Clínica San Javier,Clínica,Privado
3316,88,Clínica Hospital del Profesor,Clínica,Privado
3317,101,Clínica Astra,Clínica,Privado
3318,83,Centro Integramédica,Otro,Privado
3319,83,Centro Médico Vida Integra Alameda,Centro Médico,Privado
3320,125,Clínica del Trabajador AChS,Clínica,Privado
3321,83,Centro de Salud Vida Integra Bandera,Otro,Privado
3322,101,Centro Vida Integra de Maipú,Otro,Privado
3323,84,Centro Integramédica Oeste,Otro,Privado
3324,83,Clínica Universidad Católica,Clínica,Privado
3325,83,Clínica Pedro Montt,Clínica,Privado
3326,83,Centro Integramédica Forestal,Otro,Privado
3327,88,Centro Asistencial AChS Alameda,Otro,Privado
3328,101,Centro Asistencial AChS Maipú,Otro,Privado
3329,83,Centro Asistencial AChS Santiago,Otro,Privado
3330,83,Centro Médico y Dental Megasalud Alameda,Centro Médico,Privado
3331,101,Centro Médico y Dental Megasalud Maipu,Centro Médico,Privado
3332,83,Centro Médico y Dental CAPREDENA,Centro Médico,Privado
3333,83,Centro de Salud Mutual CChC Agustinas,Mutual,Privado
3334,101,Centro de Salud Mutual CChC Maipú,Mutual,Privado
3335,88,Centro Integramédica Estación Central,Otro,Privado
3336,83,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,Centro Médico,Privado
3337,83,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,Vacunatorio,Privado
3338,83,Policlínico Institucional de Gendarmería de Chile (Santiago),Policlínico,Privado
3339,83,Establecimiento Penitenciario Santiago 1,Otro,Privado
3340,88,Clínica Bicentenario,Clínica,Privado
3341,84,Consultorio Escuela de formación policial de Carabineros de Chile,Otro,Privado
3342,101,Clínica Bellolio,Clínica,Privado
3343,88,Centro de Salud Familiar Santiago Occidente de Carabineros de Chile,CESFAM,Privado
3344,83,Integramédica Bandera,Otro,Privado
3345,83,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,CESFAM,Público
3346,83,Centro de Salud Familiar Nº 5,CESFAM,Público
3347,88,Centro de Salud Familiar Padre Vicente Irarrázabal,CESFAM,Público
3348,103,Centro de Salud Familiar Lo Valledor Norte,CESFAM,Público
3349,101,Centro de Salud Familiar Maipú,CESFAM,Público
3350,84,Centro de Salud Familiar Dr. Norman Voulliéme,CESFAM,Público
3351,88,Centro de Salud Familiar San José de Chuchunco,CESFAM,Público
3352,84,Centro de Salud Familiar Enfermera Sofía Pincheira,CESFAM,Público
3353,101,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,CESFAM,Público
3354,101,Centro de Salud Familiar Dra. Ana María Juricic,CESFAM,Público
3355,88,Centro de Salud Familiar Las Mercedes,CESFAM,Público
3356,101,Centro de Referencia de Salud de Maipú,Otro,Público
3357,83,Centro de Salud Familiar Padre Orellana,CESFAM,Público
3358,83,Centro de Salud Familiar Arauco,CESFAM,Público
